"Azone","Bzone","Czone","Marea"
17,1361,"NA",1
32,1362,"NA",1
59,1363,"NA",1
59,1364,"NA",1
59,1365,"NA",1
73,1366,"NA",0
17,1367,"NA",1
47,1368,"NA",1
72,1369,"NA",0
33,1370,"NA",1
33,1371,"NA",1
59,1372,"NA",1
59,1373,"NA",1
32,1374,"NA",1
17,1375,"NA",1
17,1376,"NA",1
32,1377,"NA",1
47,1378,"NA",1
32,1379,"NA",1
32,1380,"NA",1
32,1381,"NA",1
32,1382,"NA",1
32,1383,"NA",1
32,1384,"NA",1
32,1385,"NA",1
32,1386,"NA",1
17,1387,"NA",1
17,1388,"NA",1
17,1389,"NA",1
17,1390,"NA",1
33,1391,"NA",1
17,1392,"NA",1
66,1393,"NA",1
7,1394,"NA",1
68,1395,"NA",1
66,1396,"NA",1
67,1397,"NA",1
66,1398,"NA",1
67,1399,"NA",1
18,1400,"NA",1
65,1401,"NA",1
66,1402,"NA",1
67,1403,"NA",1
67,1404,"NA",1
67,1405,"NA",1
30,1406,"NA",1
45,1407,"NA",0
45,1408,"NA",0
39,1409,"NA",0
39,1410,"NA",0
39,1411,"NA",0
45,1412,"NA",0
39,1413,"NA",0
39,1414,"NA",0
39,1415,"NA",0
39,1416,"NA",0
39,1417,"NA",0
75,1418,"NA",0
49,1419,"NA",1
17,1420,"NA",1
47,1421,"NA",1
32,1422,"NA",1
59,1423,"NA",1
37,1424,"NA",0
4,1425,"NA",1
4,1426,"NA",1
4,1427,"NA",1
4,1428,"NA",1
69,1429,"NA",1
64,1430,"NA",1
14,1431,"NA",1
66,1432,"NA",1
66,1433,"NA",1
66,1434,"NA",1
66,1435,"NA",1
64,1436,"NA",1
64,1437,"NA",1
64,1438,"NA",1
69,1439,"NA",1
70,1440,"NA",2
70,1441,"NA",2
70,1442,"NA",2
70,1443,"NA",2
70,1444,"NA",2
64,1445,"NA",1
66,1446,"NA",1
69,1447,"NA",1
69,1448,"NA",1
65,1449,"NA",1
65,1450,"NA",1
65,1451,"NA",1
21,1452,"NA",1
70,1453,"NA",2
65,1454,"NA",1
64,1455,"NA",1
64,1456,"NA",1
64,1457,"NA",1
65,1458,"NA",1
65,1459,"NA",1
65,1460,"NA",1
7,1461,"NA",1
7,1462,"NA",1
66,1463,"NA",1
66,1464,"NA",1
69,1465,"NA",1
69,1466,"NA",1
69,1467,"NA",1
67,1468,"NA",1
67,1469,"NA",1
69,1470,"NA",1
69,1471,"NA",1
69,1472,"NA",1
69,1473,"NA",1
32,1474,"NA",1
59,1475,"NA",1
59,1476,"NA",1
1,1477,"NA",1
67,1478,"NA",1
67,1479,"NA",1
67,1480,"NA",1
67,1481,"NA",1
67,1482,"NA",1
43,1483,"NA",0
36,1484,"NA",0
66,1485,"NA",1
67,1486,"NA",1
67,1487,"NA",1
67,1488,"NA",1
67,1489,"NA",1
4,1490,"NA",1
67,1491,"NA",1
4,1492,"NA",1
69,1493,"NA",1
64,1494,"NA",1
64,1495,"NA",1
65,1496,"NA",1
62,1497,"NA",2
53,1498,"NA",2
53,1499,"NA",2
53,1500,"NA",2
25,1501,"NA",2
25,1502,"NA",2
25,1503,"NA",2
45,1504,"NA",0
39,1505,"NA",0
45,1506,"NA",0
36,1507,"NA",0
69,1508,"NA",1
6,1509,"NA",1
68,1510,"NA",1
65,1511,"NA",1
67,1512,"NA",1
3,1513,"NA",1
67,1514,"NA",1
13,1515,"NA",1
21,1516,"NA",1
69,1517,"NA",1
67,1518,"NA",1
57,1519,"NA",2
53,1520,"NA",2
27,1521,"NA",2
27,1522,"NA",2
53,1523,"NA",2
28,1524,"NA",2
53,1525,"NA",2
41,1526,"NA",0
41,1527,"NA",0
5,1528,"NA",1
39,1529,"NA",0
39,1530,"NA",0
39,1531,"NA",0
39,1532,"NA",0
39,1533,"NA",0
39,1534,"NA",0
39,1535,"NA",0
39,1536,"NA",0
39,1537,"NA",0
39,1538,"NA",0
39,1539,"NA",0
49,1540,"NA",1
49,1541,"NA",1
44,1542,"NA",0
44,1543,"NA",0
10,1544,"NA",1
21,1545,"NA",1
68,1546,"NA",1
64,1547,"NA",1
7,1548,"NA",1
64,1549,"NA",1
65,1550,"NA",1
65,1551,"NA",1
31,1552,"NA",1
39,1553,"NA",0
39,1554,"NA",0
39,1555,"NA",0
39,1556,"NA",0
45,1557,"NA",0
39,1558,"NA",0
45,1559,"NA",0
39,1560,"NA",0
25,1561,"NA",2
69,1562,"NA",1
64,1563,"NA",1
65,1564,"NA",1
64,1565,"NA",1
65,1566,"NA",1
2,1567,"NA",1
66,1568,"NA",1
39,1569,"NA",0
39,1570,"NA",0
39,1571,"NA",0
39,1572,"NA",0
39,1573,"NA",0
39,1574,"NA",0
39,1575,"NA",0
39,1576,"NA",0
39,1577,"NA",0
64,1578,"NA",1
64,1579,"NA",1
64,1580,"NA",1
64,1581,"NA",1
32,1582,"NA",1
47,1583,"NA",1
34,1584,"NA",0
34,1585,"NA",0
34,1586,"NA",0
34,1587,"NA",0
56,1588,"NA",0
56,1589,"NA",0
56,1590,"NA",0
56,1591,"NA",0
56,1592,"NA",0
64,1593,"NA",1
66,1594,"NA",1
66,1595,"NA",1
66,1596,"NA",1
55,1597,"NA",0
78,1598,"NA",0
22,1599,"NA",2
22,1600,"NA",2
11,1601,"NA",2
53,1602,"NA",2
53,1603,"NA",2
52,1604,"NA",1
35,1605,"NA",0
35,1606,"NA",0
67,1607,"NA",1
67,1608,"NA",1
67,1609,"NA",1
67,1610,"NA",1
18,1611,"NA",1
52,1612,"NA",1
52,1613,"NA",1
44,1614,"NA",0
34,1615,"NA",0
44,1616,"NA",0
44,1617,"NA",0
11,1618,"NA",2
11,1619,"NA",2
65,1620,"NA",1
65,1621,"NA",1
67,1622,"NA",1
65,1623,"NA",1
65,1624,"NA",1
65,1625,"NA",1
58,1626,"NA",1
36,1627,"NA",0
36,1628,"NA",0
36,1629,"NA",0
12,1630,"NA",1
12,1631,"NA",1
12,1632,"NA",1
58,1633,"NA",1
58,1634,"NA",1
58,1635,"NA",1
58,1636,"NA",1
58,1637,"NA",1
58,1638,"NA",1
64,1639,"NA",1
6,1640,"NA",1
49,1641,"NA",1
49,1642,"NA",1
9,1643,"NA",1
8,1644,"NA",1
8,1645,"NA",1
8,1646,"NA",1
49,1647,"NA",1
75,1648,"NA",0
49,1649,"NA",1
49,1650,"NA",1
8,1651,"NA",1
8,1652,"NA",1
8,1653,"NA",1
8,1654,"NA",1
10,1655,"NA",1
8,1656,"NA",1
49,1657,"NA",1
8,1658,"NA",1
10,1659,"NA",1
8,1660,"NA",1
49,1661,"NA",1
49,1662,"NA",1
8,1663,"NA",1
10,1664,"NA",1
10,1665,"NA",1
8,1666,"NA",1
8,1667,"NA",1
8,1668,"NA",1
10,1669,"NA",1
9,1670,"NA",1
10,1671,"NA",1
29,1672,"NA",1
9,1673,"NA",1
9,1674,"NA",1
9,1675,"NA",1
49,1676,"NA",1
9,1677,"NA",1
8,1678,"NA",1
49,1679,"NA",1
49,1680,"NA",1
8,1681,"NA",1
8,1682,"NA",1
8,1683,"NA",1
8,1684,"NA",1
49,1685,"NA",1
49,1686,"NA",1
49,1687,"NA",1
9,1688,"NA",1
10,1689,"NA",1
49,1690,"NA",1
9,1691,"NA",1
49,1692,"NA",1
49,1693,"NA",1
9,1694,"NA",1
9,1695,"NA",1
49,1696,"NA",1
8,1697,"NA",1
49,1698,"NA",1
49,1699,"NA",1
10,1700,"NA",1
8,1701,"NA",1
9,1702,"NA",1
9,1703,"NA",1
9,1704,"NA",1
10,1705,"NA",1
8,1706,"NA",1
10,1707,"NA",1
18,1708,"NA",1
54,1709,"NA",1
78,1710,"NA",0
8,1711,"NA",1
49,1712,"NA",1
66,1713,"NA",1
67,1714,"NA",1
67,1715,"NA",1
66,1716,"NA",1
67,1717,"NA",1
17,1718,"NA",1
32,1719,"NA",1
