"Geo","Year","PowerCost.2019","FuelCost.2019"
61,2050,0.136977773872974,3.56859845566472
62,2050,0.178936921306578,3.54872624391371
63,2050,0.146914803968797,3.56037547149189
64,2050,0.15329592335808,3.56037547149189
65,2050,0.15329592335808,3.56037547149189
66,2050,0.138741436197518,3.56037547149189
67,2050,0.146914803968797,3.56037547149189
68,2050,0.15329592335808,3.56037547149189
69,2050,0.15329592335808,3.56037547149189
70,2050,0.178936921306578,3.54872624391371
71,2050,0.15329592335808,3.54872624391371
72,2019,0.081504,2.20581550436292
73,2019,0.117340770766212,2.20581550436292
74,2019,0.081504,2.14414312306666
75,2019,0.0952277823625766,2.19896301755222
76,2019,0.117340770766212,2.16949732426623
77,2019,0.0952277823625766,2.16264483745554
78,2019,0.117340770766212,2.19827776887115
72,2050,0.10647817340718,3.61451011729638
73,2050,0.15329592335808,3.61451011729638
74,2050,0.10647817340718,3.55283773600012
75,2050,0,3.60765763048569
76,2050,0.15329592335808,3.5781919371997
77,2050,0,3.571339450389
78,2050,0.15329592335808,3.60697238180462
80,2019,0.0952277823625766,2.16949732426623
79,2019,0.117340770766212,2.17977605448228
80,2050,0,3.5781919371997
79,2050,0.15329592335808,3.58847066741574
